track,fold,feature_set,model,accuracy,precision,recall,f1,error_rate,roc_auc
multiclass,1,original,LogisticRegression,0.261867501304121,0.26800848757410267,0.2618638961604842,0.2615032512067162,0.738132498695879,
multiclass,1,original,LDA_Classifier,0.260302556077204,0.27307502418602747,0.26030003982829575,0.26213237573741777,0.739697443922796,
multiclass,1,original,MLP_ANN,0.6763171622326551,0.6783970704862619,0.6763035256552095,0.6770999174885363,0.32368283776734486,
multiclass,1,pca,KNN,0.48043818466353677,0.5782752925381748,0.4803605652213874,0.4831911280002661,0.5195618153364632,
multiclass,1,pca,SVM,0.5537297861241524,0.6030250803497872,0.5538134742188378,0.5347695284533044,0.44627021387584764,
multiclass,1,pca,DecisionTree,0.4919144496609285,0.4923858041515586,0.4918879633443513,0.46690258988357547,0.5080855503390715,
multiclass,1,pca,LogisticRegression,0.27021387584767864,0.2694503860046441,0.2702227320849262,0.26096603017316505,0.7297861241523214,
multiclass,1,pca,LDA_Classifier,0.27073552425665104,0.27144237611033795,0.2707473081859062,0.26149842012679264,0.729264475743349,
multiclass,1,pca,MLP_ANN,0.671622326551904,0.6727429425863907,0.6716058292285225,0.6717733519931435,0.328377673448096,
multiclass,1,lda_reduction,KNN,0.3208137715179969,0.30888365276867463,0.3207730093511392,0.31083531348863513,0.6791862284820032,
multiclass,1,lda_reduction,SVM,0.34507042253521125,0.34197060676518953,0.3450236757091649,0.335386737908592,0.6549295774647887,
multiclass,1,lda_reduction,DecisionTree,0.3174230568596766,0.31923785615230016,0.31739951865632265,0.3164426445647239,0.6825769431403235,
multiclass,1,lda_reduction,LogisticRegression,0.2566510172143975,0.26145083277564174,0.25664536817344713,0.2568719991182594,0.7433489827856026,
multiclass,1,lda_reduction,LDA_Classifier,0.260302556077204,0.27307502418602747,0.26030003982829575,0.26213237573741777,0.739697443922796,
multiclass,1,lda_reduction,MLP_ANN,0.34324465310380803,0.3372253814429212,0.34321846671273587,0.3385153316649486,0.656755346896192,
multiclass,1,svd,KNN,0.5031298904538342,0.5887091153154829,0.5030712041421428,0.5113196911049341,0.49687010954616584,
multiclass,1,svd,SVM,0.5505998956703182,0.5980892613076081,0.55067895329877,0.5315691539054377,0.4494001043296818,
